,B1_x_mean,B1_x_std,B1_x_p2p,B1_x_impulse,B1_y_mean,B1_y_std,B1_y_p2p,B1_y_impulse,B2_x_mean,B2_x_std,B2_x_p2p,B2_x_impulse,B2_y_mean,B2_y_std,B2_y_p2p,B2_y_impulse,B3_x_mean,B3_x_std,B3_x_p2p,B3_x_impulse,B3_y_mean,B3_y_std,B3_y_p2p,B3_y_impulse,B4_x_mean,B4_x_std,B4_x_p2p,B4_x_impulse,B4_y_mean,B4_y_std,B4_y_p2p,B4_y_impulse
2003-10-22 12:54:13,0.10468308999462786,0.08104106786268503,0.845,5.320821156775027,0.10186430001464734,0.07128185293245977,0.855,5.036111767579362,0.10725054934322911,0.08932619147157551,0.954,5.575729016419743,0.10219888666438665,0.07658080467898128,0.6890000000000001,4.324900343107399,0.10775057375848363,0.09110064688539882,0.855,4.306241570834025,0.10932203720884813,0.09300293317795778,0.9590000000000001,6.073798265682687,0.11661458079007588,0.05868275240736402,0.615,3.327199715260817,0.0978650813027961,0.06527645145835852,0.771,4.761657516619117
2003-10-22 12:59:13,0.1041566971043493,0.08085518818870156,0.913,5.347711817723733,0.10169090287611514,0.07056287280279423,0.9279999999999999,4.828357169747626,0.10735250744665244,0.09011198269915197,0.794,4.98358177861716,0.10311436105278403,0.07673206801418136,0.8859999999999999,5.634520682357594,0.10846408516040748,0.09279532215138242,0.966,5.421149306062067,0.11041339909175155,0.09499230298684735,0.962,5.796397948659941,0.08320528346110542,0.05923851292721727,0.652,4.699220815499946,0.09803261878021273,0.0663045064320945,0.887,5.5083706496780405
2003-10-22 13:04:13,0.10392235949020875,0.07993350325773652,0.906,5.3116576904896755,0.10128199619121875,0.06997148131930098,1.026,5.2822813542293225,0.10717217637579993,0.08862159159876958,0.862,5.579806440648449,0.1026650227061857,0.07580260694082505,0.826,5.6397006958935245,0.10741676839689362,0.0906784698129323,0.9710000000000001,5.064386204488832,0.108679964842033,0.0940360355492977,1.138,7.213841126462903,0.09538615166755972,0.059241737065627055,0.652,4.245899356664561,0.09788119537086586,0.0655736459495759,0.855,4.5156784030404316
2003-10-22 13:09:13,0.1042470335465585,0.07999451884968035,1.043,5.976189238245879,0.10125523707212117,0.07029163563865948,0.888,4.770123639688613,0.10707139020459983,0.08841124713125625,0.8879999999999999,5.444965259963105,0.10282357536989008,0.0761825574345691,0.76,5.251713899827381,0.10861780360369068,0.0921095687408808,1.052,6.002699174243347,0.1105315200937545,0.09507585878673809,1.013,5.274513546049946,0.0946526685873313,0.058209668202334315,0.599,3.9512884906665766,0.09878446213193887,0.06623690967386918,0.8420000000000001,5.314600987539898
2003-10-22 13:14:13,0.1043275550563983,0.080060473041554,0.9709999999999999,6.5946144297934985,0.10121846769861706,0.07052003680323891,0.984,5.453550251754522,0.10692987938864126,0.08901251785124366,0.967,5.321244195291242,0.10188519947262971,0.07514192443914774,0.74,5.035078722477366,0.10806186825528571,0.09237626133248325,0.952,5.330279860045133,0.10933580741247088,0.09512443699530879,0.914,5.140127587660711,0.09508330484886737,0.05868047548215869,0.718,4.290974116313123,0.09794584696518133,0.06540782597396294,0.791,4.635214397210655
2003-10-22 13:19:13,0.10721783290199659,0.08581050773199612,0.966,5.484162327151926,0.10384862542116136,0.07817996770212002,1.059,5.7583814670130895,0.10730528834415677,0.08969752924352786,0.861,5.8897376797777845,0.1021887299184524,0.07604579621041749,0.864,5.8519173344967665,0.10786288392987972,0.09210709601812439,0.974,5.071253243660699,0.10822784315640353,0.09526919365963343,1.1909999999999998,6.541754684853568,0.09579325162361228,0.05896487269375671,0.661,4.353125015929752,0.09825426046193451,0.06579833995333367,1.004,5.841985856912311
2003-10-22 13:24:13,0.10568924263879993,0.08283211849484123,1.05,5.80002263896401,0.10132120709018878,0.07078031876774335,0.9790000000000001,5.082845090283858,0.1084139362273542,0.0903478538676328,0.845,5.359089617238769,0.10270389179158991,0.07612884399413752,0.779,5.4720419080167755,0.10811763269690827,0.09162587752802014,0.9380000000000001,4.994559967048204,0.11039391571854076,0.09541323982704393,1.054,5.878947184505023,0.09654841544997049,0.059541286972498615,0.623,3.894419170398875,0.09734488988719985,0.06573228038892884,0.749,4.612466052612386
2003-10-22 13:29:13,0.10617954978270328,0.08397080243519045,0.887,4.878528879243587,0.10266175106206246,0.07268830297764567,1.018,5.182066295346825,0.10858835880658144,0.09099390398069607,1.1500000000000001,7.4409449491654716,0.1029660627960334,0.0765669528873131,0.9179999999999999,5.972841762613185,0.10861189511206479,0.09230138446573197,0.855,4.971831118892022,0.10964148640070329,0.0948266486730359,0.876,4.651523950853047,0.0976962742321377,0.060445955673953854,0.727,4.247859022892846,0.09827120464866189,0.06686145750431494,0.837,5.311830681899632
2003-10-22 13:34:13,0.10475648225010822,0.08314840335072267,0.9750000000000001,6.157136877315615,0.10147536500805539,0.0716623504880784,0.996,5.055414188057138,0.10822549929195699,0.09007812151467308,0.806,5.146661402756815,0.10358113189120448,0.07769332174688949,0.72,4.479580320548711,0.10788241613359939,0.09262516072999995,0.857,5.023988333082921,0.11008203525562658,0.09608276641110815,0.959,5.432312353340457,0.09590819864250988,0.06004640162672223,0.708,4.681560141418269,0.09813843449387025,0.06643233790533064,0.862,5.247689171485276
2003-10-22 13:39:13,0.10531749597148243,0.08215374958862766,0.8919999999999999,5.706554209784261,0.10217315298598394,0.07175604186380893,0.962,4.7762057422945885,0.10749533668636133,0.09000768239007567,0.783,4.744391856625602,0.10254563211094198,0.07713036500380216,0.7370000000000001,4.544318372291512,0.10827139997070062,0.09316976321030468,0.827,4.55337235995296,0.10996205869427216,0.095588178846163,0.959,5.147229932950341,0.04843400556667676,0.06018969201431937,0.583,6.441755051014408,0.09743571463450201,0.06540817034680012,0.855,5.2136939920397225
2003-10-22 13:44:13,0.10549182088969075,0.08311520318912086,0.9450000000000001,5.829835856592947,0.10124083207187654,0.07125213173491984,1.04,5.669649174677716,0.1084598857366075,0.09020118000375216,0.9480000000000001,6.149739099115365,0.10339176717613027,0.07662535285892765,0.734,4.458768938678413,0.10814829825675076,0.09289786629180884,0.899,5.150335317136914,0.10925303969920425,0.0948458183246539,1.177,6.773266922708695,0.09690385272718198,0.06067996222881786,0.586,3.900773698484428,0.09793925484642585,0.06617720924068052,0.801,5.411517586396479
2003-10-22 13:49:13,0.10625343034327717,0.08409530871220673,0.9329999999999999,5.40217852868896,0.1028457444211131,0.07383579186240634,1.0230000000000001,5.0074993661504985,0.10810566922212936,0.09105655465862343,0.952,5.485373748360388,0.10262278431563918,0.07759915429791484,0.769,4.950167775973931,0.10746227843156354,0.09131047144657788,0.908,5.20182531171619,0.10945685824503128,0.09609385284336772,0.947,5.509019806233775,0.09639088822696174,0.061459858804908354,0.679,4.512874691804376,0.09874119830069633,0.06557285843681256,0.837,5.3371845700629255
2003-10-22 13:54:13,0.10526539381805605,0.08369085117117679,0.972,5.614380743414142,0.10216910005371231,0.07216268658110886,0.906,5.4517461708792005,0.1086124810781764,0.09154481409051145,0.908,5.008632475750583,0.10262278431563958,0.07681597720485836,0.889,6.353364940816911,0.10832096293764336,0.09277794793037508,1.05,5.502166744428745,0.10955583768738657,0.09522125247613002,0.94,5.549681448604363,0.09346135065188538,0.06027070095700917,0.628,4.076551401649514,0.09812388300209794,0.06614388424506781,0.901,5.7987921247249705
2003-10-22 13:59:13,0.10609648908638135,0.08551452345490618,0.9650000000000001,5.985117938096872,0.10265198496020142,0.07349943025562707,0.8420000000000001,5.085142778314335,0.10770242687631092,0.09171837661593532,0.984,5.98872299080818,0.10282128033595253,0.07758645240612821,0.791,5.271282347672577,0.1081904389862781,0.09277683002427121,0.866,4.82482560280771,0.10990717320181614,0.0969386681683533,1.148,6.4872926782564,0.13393940133795457,0.06174441613174176,0.8109999999999999,3.3746604470742563,0.0992197372918581,0.06761605102005715,0.769,4.9183762557698785
2003-10-22 14:04:13,0.10451701743249046,0.08395221214671489,0.908,4.879588152517065,0.10097646369451495,0.0727641646869704,0.96,4.8625192647410085,0.10767337272327714,0.09144238121211569,0.7929999999999999,4.6901103515895315,0.10229254358122898,0.078375880020466,0.659,4.2231817185869005,0.10852487914448906,0.09421431891977679,0.9279999999999999,4.588809533129885,0.10941002978660973,0.09720251372430608,0.983,5.5296575750868096,0.22917862200302808,0.061758224505238164,0.8380000000000001,2.8885765793253317,0.097831583573415,0.06664325751893638,0.7230000000000001,4.620184847164507
2003-10-22 14:09:13,0.10488104887933841,0.08273628165182577,0.984,5.940062639121176,0.10080077152204517,0.07168227288518857,1.143,5.912653157318886,0.10844992431271011,0.0912175612678776,0.883,4.859385595147314,0.10236969578592565,0.07707480086333493,0.813,5.099165294889618,0.10834440158210797,0.0930228860611576,0.976,4.661062248032167,0.10947809951657711,0.09663808001586603,0.979,5.398339965798466,0.08900585966111492,0.06064310636488763,0.759,4.988435611885627,0.10238229405732542,0.06618364313615395,0.745,4.678543340040814
2003-10-22 14:14:13,0.10581224669173205,0.0834286188410041,0.9550000000000001,5.311294463270419,0.1015768836368953,0.07164429157424151,1.0739999999999998,5.81825292172415,0.10766897797743936,0.09048598488385615,0.821,4.968933578176086,0.1020920943405429,0.07688988061411997,0.733,4.691842234152102,0.10856086722984461,0.09316806015335999,0.9199999999999999,5.213665056688126,0.1095409932125586,0.09682128547280845,0.986,5.4591434901417415,0.09618604424043944,0.05988479359325859,0.669,4.065038780705072,0.09818384686752134,0.06578463760511427,0.788,5.316556813101144
2003-10-22 14:19:13,0.10535831827725874,0.08227992424194615,0.8220000000000001,5.001978093586858,0.10142223741393465,0.07174022954489422,1.087,6.044039410195248,0.10925733678402284,0.09137149797927421,0.9790000000000001,6.077395070617349,0.10337374871819835,0.07785802982322608,0.694,4.208031588230686,0.1090226573563153,0.094035709039045,0.909,4.705443918169948,0.11007075540797813,0.09659098641401086,0.97,5.105806696037859,0.0981838956980307,0.06017133616270877,0.6639999999999999,4.226762414035317,0.09786903657404976,0.06645188566337583,0.952,5.486924351132185
2003-10-22 14:24:13,0.10601372137311374,0.08493093998871618,1.162,7.027392212541841,0.10192416621905262,0.0732293148134853,0.825,4.738817278739859,0.10842375115972493,0.09071829703308039,0.9199999999999999,5.828981134114853,0.10215699008740578,0.07591515547894656,0.749,5.158726774830558,0.10853444992431181,0.09332903251683126,1.083,5.371566358944686,0.11036310366717031,0.0961767148885156,1.0110000000000001,5.61781953749486,0.09532242785292067,0.06004161176759939,0.713,4.920143250271084,0.09767268909614517,0.06513022766794532,0.728,4.904134455932621
2003-10-22 14:29:13,0.10600405293227089,0.08312287935951243,0.8739999999999999,5.414887300269033,0.1026025196542791,0.07293529875954068,1.226,7.42671819919795,0.107422530396992,0.09079270451277589,0.778,4.859315807129943,0.10214492895160775,0.07611331938925064,0.754,4.728575416884635,0.10847834366912389,0.09208627558484289,0.8,4.655307067928046,0.11011870696811328,0.09620323519976272,1.049,5.693855451658712,0.09722696420723427,0.06120904982420121,0.696,3.9700920742239867,0.1003842961082063,0.06617437575047906,0.849,5.130284516264087
2003-10-22 14:34:13,0.10523394697006577,0.08151516420713208,0.883,5.749095395729048,0.10118833927437706,0.07154821263120913,1.064,5.257522791805648,0.10855906050100045,0.09058977198880361,0.918,6.052005212351164,0.10272791640216658,0.07692148700622968,0.789,5.324745396943177,0.10833575858196097,0.09278443605606344,0.932,5.021426047323415,0.10956589677230257,0.09571997389160912,1.035,5.503537302789948,0.09719136676595391,0.06130917110958411,1.018,5.350269445764763,0.09959514624737338,0.0677800058390743,1.057,6.275406217564374
2003-10-22 14:39:13,0.10542126080374885,0.08289965385552799,0.928,5.141277915552364,0.10130113775086583,0.07187520401581825,0.852,4.8666778177008805,0.10845676058401232,0.09139446121792846,0.847,4.997383262061919,0.10238087797255556,0.07626334103342525,0.6859999999999999,4.649305704602353,0.10800888715269288,0.09240882357193149,1.021,5.4254794716250325,0.10952150983934712,0.09568025756965896,1.006,5.998821610145148,0.09699672835587488,0.06058748491920247,0.9299999999999999,5.9898927504889405,0.09948893988964126,0.0660284891178233,0.913,5.397584903363838
2003-10-22 14:44:13,0.10603662288197539,0.08380450880064225,1.014,5.875328571086551,0.10208618584891722,0.07238594127000987,0.9970000000000001,5.505152291924529,0.10860579129840282,0.09193170678524534,0.8400000000000001,4.677466955737477,0.10259045851848121,0.07706508017164525,0.764,5.166172445798387,0.1084350798378823,0.0938575663479256,1.092,6.058924851461898,0.1093237951071835,0.0963846701049461,1.152,6.787177478357082,0.09648200595732045,0.06073983121379828,0.918,5.513981542167917,0.09869876458811312,0.06674533759941673,0.893,5.511720458409033
2003-10-22 14:49:13,0.10514800527369383,0.08352501388542302,1.077,6.923574043131493,0.10179066360661922,0.07197510941023022,0.9890000000000001,5.157643946884146,0.10776566238585773,0.08976047992046116,0.817,4.481947118467161,0.10227623419112161,0.07570006623886869,0.723,4.849611485236486,0.1083661799892565,0.092330712257226,1.0130000000000001,5.112296106173752,0.10958513599296862,0.09540964137819186,1.006,5.548197704832994,0.1031413154939185,0.060294664815959104,0.751,4.847717886916823,0.09909658674739799,0.06625801935573712,0.86,4.954761976329042
2003-10-22 14:54:13,0.10543913277015361,0.08284171121685514,0.9530000000000001,5.908622193982527,0.10154597392450712,0.07172088086221631,1.106,5.504895747177337,0.10790810098149312,0.09085500612109079,0.793,5.0413267868859934,0.10215205820596554,0.07596461627164884,0.6930000000000001,4.346461616121123,0.10780882855608159,0.0921406283922759,1.028,5.546855559133763,0.10927613653010414,0.09583267408879843,1.221,6.835893212551593,0.09809731920503717,0.06090475186425117,0.779,4.729996739566093,0.1038250891156766,0.0667055923234601,1.008,6.462792430184251
2003-10-22 14:59:13,0.10501367254260388,0.08216074508790387,0.8520000000000001,5.161232693581986,0.10128712339469548,0.07065042426775484,1.072,5.667057971063486,0.10899833976268374,0.09052268967374055,0.884,5.669811130568946,0.10237936422676744,0.07598117392458437,0.938,6.251259761512269,0.10723248205478712,0.09053006521035747,0.8200000000000001,5.007810970239749,0.10953635431417529,0.09549209604328364,1.165,6.04365558946058,0.09285809853996603,0.06016540326481528,0.742,4.813796610401318,0.09833702817520198,0.06554048240917616,0.823,4.942187180337797
2003-10-22 15:04:13,0.10505884076370858,0.08213707914978861,0.957,5.463604926795289,0.10181625079349359,0.0705163404122349,0.927,4.576872516600062,0.10842511841398511,0.09136973363117508,1.023,6.6405276796740065,0.10292172469358789,0.07671946272091892,0.832,5.596486084107423,0.10804077347526675,0.09283255786035738,0.866,4.831509283108741,0.1091367254260457,0.09571343378524433,0.9990000000000001,6.1757396272322875,0.07453230138190274,0.06135555744452701,0.877,7.406184832151603,0.09694550515161707,0.06731916230810606,0.933,5.116276399037637
2003-10-22 15:09:13,0.10469065872356992,0.08250382776933933,0.908,5.224916976063015,0.10108999462864228,0.0717877806839106,1.155,6.08368812620106,0.10788983837101426,0.09000517330865343,0.901,5.746602361826964,0.10216348454514194,0.07627133869047527,0.666,4.512375454424743,0.10756828946725817,0.09165178874098383,0.881,4.676099271366624,0.10932662727672197,0.09595242182419811,0.9400000000000001,5.0490901782125395,0.09630846232725965,0.06065045311980332,0.7150000000000001,4.558270264021681,0.09720762732555085,0.06597835272804471,0.896,5.0510439716384425
2003-10-22 15:14:13,0.1048729430147946,0.08240045621925828,1.201,6.655672854546782,0.1017244006054969,0.07131796156174096,1.026,5.593544878250704,0.1078635675570092,0.08966734138447019,0.8250000000000001,5.1824727538754125,0.10233102202255868,0.07585150434506811,0.779,5.013142543293569,0.10739967771863788,0.09266796925549095,1.123,5.726274166400728,0.10906426095024145,0.09492429437719134,1.1360000000000001,6.069816035355755,0.09554050490746428,0.06104867693665692,0.683,4.594909775965632,0.09777425655549417,0.06701956250662254,0.901,5.870665962816217
2003-10-22 15:19:13,0.1045481712974249,0.08201659135421276,0.942,5.5094220477693545,0.10184344938717582,0.07172921330463944,0.957,4.7916680251547845,0.108473948923287,0.09108580080732911,0.8760000000000001,5.107217036892332,0.10251315982225606,0.07610998103752521,0.85,5.9797200775281825,0.1078744567605827,0.09225822524984882,0.84,4.570127301722293,0.1093597343620292,0.09548603756349408,0.972,5.0932823058629895,0.0909009228966239,0.060698509379645396,0.781,5.126460602935281,0.09896210752477959,0.06695844583978745,1.089,5.598102282343587
2003-10-22 15:24:13,0.10492509399872989,0.08067200298481288,1.03,6.023344615804207,0.10201928805117295,0.07088029492855405,0.952,4.9500443459935894,0.10825611602128968,0.08941680879856151,0.808,4.6002019867594655,0.10245939743151422,0.07556207909066268,0.696,4.577422976877141,0.10764392792616748,0.09141438605493617,0.86,4.561334851481589,0.10945763953317958,0.09485713928203689,1.0350000000000001,4.9516872674355925,0.09695488060940295,0.06017496195436901,0.823,5.311749101881251,0.09877850480980305,0.06639390721906267,0.8300000000000001,4.575894329138928
2003-10-22 15:29:13,0.10488236730309004,0.0816836399647927,1.171,6.769488697258667,0.10150627472044346,0.07085308097195023,1.03,5.339571386032166,0.10785907515015364,0.09021191706207898,0.8,4.886005180985917,0.10293075833780888,0.07714237157232505,0.8300000000000001,4.245572529115232,0.10831236876800499,0.09376532070160648,1.03,5.881138112346105,0.11085375262463931,0.09902690908211752,1.101,6.206375370346093,0.05867522828262965,0.060956357879887214,0.884,8.862343023110862,0.09653586600908086,0.06690035598795656,0.859,5.438393228384306
2003-10-22 15:37:48,0.1047515503686691,0.08187204123896162,0.9149999999999999,5.403261316973205,0.10077000830118485,0.07085552445771255,0.893,5.229730639942833,0.10712412715464574,0.09061635382770711,0.927,5.0782210735278595,0.10192680306655472,0.07733760003111964,0.789,5.3175414483086705,0.10721392646125108,0.09265396921173645,0.889,5.195220605984515,0.10846257141461857,0.09520501688629764,0.8160000000000001,4.729742189487294,0.09386801113335358,0.06045088051527689,0.6,4.367835166098636,0.09696557449094044,0.06560478774322127,0.713,4.434563526874944
2003-10-22 15:44:13,0.10469563943551882,0.08014109612206141,0.992,5.320183371562974,0.10182030372576648,0.07130209111028403,0.999,5.107036425667327,0.10863640802773568,0.08982338450046076,0.8740000000000001,5.007529334558933,0.10222588993603154,0.07527362317059999,0.8210000000000001,5.399806255982876,0.10894169637189215,0.09362216703898577,0.9359999999999999,4.396847267412167,0.1100741247131201,0.09559971944169472,1.045,6.277587959939847,0.0956795253674474,0.0606975980300649,0.757,5.006295737363345,0.09856404121294819,0.06521375481489856,0.821,4.8597845025968205
2003-10-22 15:54:13,0.1058684017774299,0.08120354960212926,1.182,7.263734854680155,0.10177244982665051,0.07158420960920973,0.9570000000000001,4.8736175737622425,0.10814380584989502,0.09026838102705846,0.899,6.029009196374911,0.10262210068850873,0.07662277341796107,0.747,4.687099530928436,0.1090041505932904,0.09407180494965563,1.0939999999999999,6.60525306679761,0.11054167683968881,0.09830561609197677,1.172,7.463248465069353,0.0961502514771208,0.05960526269142631,0.706,4.877782354127278,0.09856955906049877,0.06602970514517688,0.786,4.900092935421882
2003-10-22 16:04:13,0.1054397187362656,0.08203274331785373,1.021,6.136207567267218,0.10175281996191049,0.07138916288521903,0.9790000000000001,5.346289176099862,0.1080500512720343,0.08922982118325633,0.901,5.691806646640392,0.1024387421260793,0.07606749862656807,0.8200000000000001,5.144537984968424,0.10788754333707645,0.09205291784416658,0.9570000000000001,5.116438681668458,0.10956711753503463,0.0958224365208379,1.038,5.238798034606146,0.10291601152399747,0.059693989045864065,0.593,3.770064485150865,0.09813516284974692,0.06556451087764611,0.911,5.79812560021107
2003-10-22 16:14:13,0.10504258020410999,0.08173941968494856,0.835,5.045572937851947,0.10185389911616659,0.07161547826156854,0.859,4.359185105850571,0.10811030812051248,0.09011916821356628,0.8400000000000001,5.170644776785511,0.10211372625616406,0.07641096049267596,0.708,4.563539272193292,0.1073951853117819,0.09209944573678681,1.05,6.182772515102269,0.11078485277601459,0.09687091406938868,1.084,6.499083421229975,0.0964094438204971,0.059828179807423734,0.608,3.972639866205435,0.09774593486009811,0.06499252329853586,0.761,4.716308669611893
2003-10-22 16:24:13,0.10488075589628351,0.08226036712761035,1.142,6.397741838012222,0.10166487621465659,0.07124967820636358,1.1600000000000001,6.196830443877289,0.10822691537672678,0.09192885926037574,0.757,4.582963473304907,0.10303852727183788,0.07754088342764548,0.747,4.474054629913163,0.10868450607939796,0.09371782718244356,0.964,5.594173649331709,0.11061091850187985,0.09646218125962329,0.957,5.144157626630048,0.09276502758923584,0.0609079773031158,0.65,3.9777921657495154,0.09830099125933678,0.06632592088411257,0.847,5.167801397442667
2003-10-22 16:34:13,0.1052524049025825,0.08184565250870139,1.065,5.776590098466072,0.10143063626153469,0.07161643116199072,0.9590000000000001,5.077361426306091,0.108643244299038,0.0910642985945422,0.979,6.516742063144271,0.1027898823184712,0.07696241966982152,0.708,4.825377642356435,0.10764192587528616,0.09097040381342694,0.8200000000000001,4.487099204817307,0.10878031153864906,0.09469655965581399,1.148,6.490145045679171,0.09725723912300219,0.0633380535072726,0.63,4.33900863118572,0.10095717564333985,0.06891948239481044,0.782,4.91297420752203
2003-10-22 16:44:13,0.10485775672640192,0.0809074994883882,1.1059999999999999,6.847371357308622,0.10135553493822806,0.07082587890584753,1.267,7.271433182698612,0.10826646808926144,0.09050793984327979,0.923,5.56959149625949,0.10251125543239287,0.07550106323092302,0.705,4.809228000579294,0.10745344010937972,0.09119792064237062,0.9710000000000001,6.086357024347252,0.10861707114605182,0.09479304929758713,1.018,5.441133642844342,0.09750021973729049,0.06297128783344713,0.77,4.912809440744254,0.09852839494115795,0.06797122388244463,0.8760000000000001,5.521251009162199
2003-10-22 16:54:13,0.10623716978368024,0.08456568116670751,1.123,5.996018166683631,0.10254973387372272,0.07516723640932245,1.028,5.431510926063216,0.10798139557595504,0.09011068152366669,0.96,6.084381448264026,0.10250354021192319,0.07704083642384407,0.737,4.955926389954183,0.10841618243078165,0.09230869289912842,0.9590000000000001,4.953135112858709,0.1092945456321108,0.09580003425307161,0.965,5.4074061663545985,0.09752658821231193,0.0635768218869318,0.713,4.931988382007992,0.09910547390009075,0.06838232973895525,0.879,5.31756702491806
